row,Loan.Id,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,IntRatePrim,DebtToIncPrim,LoanPurposeRank,EmpYrs,InquiresRank,AvgIntFICO,HomeOwner,LoanLength,FICOBeg,FICOEnd,MoInc,EmpYrsMod
1091,31004,25450,25425,13.99%,60 months,credit_card,26.38%,NC,RENT,4416.67,720-724,13,31828,2,3 years,13,26,2,3,C,11,0,60,720,724,4416.67,3
1092,14434,6000,5975,11.12%,36 months,small_business,20.59%,NY,OWN,5750,705-709,18,21440,0,10+ years,11,20,0,11,A,12,1,36,705,709,5750,11
1093,28732,8000,8000,5.99%,36 months,home_improvement,9.59%,OH,MORTGAGE,7250,760-764,6,4938,0,10+ years,5,9,4,11,A,8,1,36,760,764,7250,11
1094,41109,10000,10000,14.27%,36 months,debt_consolidation,16.61%,OH,MORTGAGE,4083.33,675-679,15,6418,2,6 years,14,16,1,6,C,15,1,36,675,679,4083.33,6
1095,41813,4800,4800,14.65%,60 months,other,22.38%,CO,RENT,3333,695-699,7,4147,2,3 years,14,22,3,3,C,14,0,60,695,699,3333,3
1096,75793,7000,7000,12.12%,36 months,debt_consolidation,12.49%,MA,RENT,5166.67,675-679,12,10513,0,6 years,12,12,1,6,A,15,0,36,675,679,5166.67,6
1097,87367,9975,9975,7.90%,36 months,debt_consolidation,7.13%,OH,MORTGAGE,5000,720-724,17,9773,2,5 years,7,7,1,5,C,11,1,36,720,724,5000,5
1098,59735,30075,30050,22.95%,60 months,debt_consolidation,21.54%,WI,MORTGAGE,5083.33,680-684,17,20976,1,4 years,22,21,1,4,B,15,1,60,680,684,5083.33,4
1099,28642,10000,10000,10.59%,36 months,major_purchase,17.08%,KY,MORTGAGE,8333.33,710-714,9,92399,0,10+ years,10,17,5,11,A,12,1,36,710,714,8333.33,11
1100,80359,30000,30000,12.12%,60 months,debt_consolidation,10.97%,MA,MORTGAGE,5833.33,750-754,8,10787,0,10+ years,12,10,1,11,A,8,1,60,750,754,5833.33,11
1101,96479,16000,16000,17.27%,60 months,debt_consolidation,8.44%,NY,RENT,4666.67,695-699,9,15200,0,10+ years,17,8,1,11,A,14,0,60,695,699,4666.67,11
1102,66710,21200,21175,18.49%,36 months,credit_card,30.62%,CA,RENT,4500,675-679,15,17250,0,10+ years,18,30,2,11,A,15,0,36,675,679,4500,11
1103,12150,6500,6500,7.51%,36 months,other,1.50%,KY,MORTGAGE,3208.33,805-809,5,269,0,10+ years,7,1,3,11,A,7,1,36,805,809,3208.33,11
1104,59160,19000,19000,9.76%,36 months,debt_consolidation,16.43%,FL,RENT,3833.33,725-729,10,22033,1,7 years,9,16,1,7,B,10,0,36,725,729,3833.33,7
1105,2148,6500,5329.76,11.89%,36 months,debt_consolidation,8.57%,NJ,RENT,1750,720-724,8,9317,1,6 years,11,8,1,6,B,11,0,36,720,724,1750,6
1106,100595,1500,1500,21.49%,36 months,other,13.59%,TX,RENT,3583.33,685-689,7,4747,1,< 1 year,21,13,3,0,B,14,0,36,685,689,3583.33,0
1107,74460,24000,24000,23.63%,60 months,debt_consolidation,25.07%,OK,MORTGAGE,11666.67,660-664,21,9733,3,10+ years,23,25,1,11,Z,18,1,60,660,664,11666.67,11
1108,81422,20000,20000,18.75%,36 months,debt_consolidation,17.36%,CA,RENT,8333.33,675-679,9,31870,2,< 1 year,18,17,1,0,C,15,0,36,675,679,8333.33,0
1109,39548,10000,10000,13.49%,36 months,credit_card,5.88%,CA,MORTGAGE,4166.67,695-699,5,8899,2,10+ years,13,5,2,11,C,14,1,36,695,699,4166.67,11
1110,338,10000,6350,9.20%,36 months,credit_card,0.33%,NJ,RENT,13750,730-734,5,45,0,2 years,9,0,2,2,A,9,0,36,730,734,13750,2
1111,71492,10000,10000,11.14%,60 months,debt_consolidation,15.82%,WI,RENT,3250,795-799,5,11319,1,6 years,11,15,1,6,B,8,0,60,795,799,3250,6
1112,39989,9000,9000,19.91%,60 months,debt_consolidation,15.74%,SC,MORTGAGE,4333.33,670-674,9,5015,0,6 years,19,15,1,6,A,16,1,60,670,674,4333.33,6
1113,7558,4200,4200,11.36%,36 months,debt_consolidation,7.49%,TX,MORTGAGE,2750,685-689,12,4898,1,5 years,11,7,1,5,B,14,1,36,685,689,2750,5
1114,77844,6625,6625,17.77%,36 months,debt_consolidation,33.43%,IL,RENT,2916.67,665-669,13,11369,0,1 year,17,33,1,1,A,17,0,36,665,669,2916.67,1
1115,36497,15000,15000,15.96%,36 months,house,4.32%,AL,MORTGAGE,8833.33,680-684,6,113,3,8 years,15,4,0,8,Z,15,1,36,680,684,8833.33,8
1116,33013,3825,3825,14.27%,36 months,debt_consolidation,24.68%,CA,RENT,2495.83,670-674,8,4560,1,4 years,14,24,1,4,B,16,0,36,670,674,2495.83,4
1117,15538,4200,4200,9.25%,36 months,home_improvement,15.83%,WA,MORTGAGE,7000,700-704,8,7167,0,10+ years,9,15,4,11,A,13,1,36,700,704,7000,11
1118,101027,17325,17325,8.90%,36 months,credit_card,18.28%,IL,MORTGAGE,3333.33,725-729,17,11327,0,9 years,8,18,2,9,A,10,1,36,725,729,3333.33,9
1119,79542,25000,25000,18.49%,60 months,debt_consolidation,27.56%,VA,MORTGAGE,8606.56,720-724,11,15210,3,5 years,18,27,1,5,Z,11,1,60,720,724,8606.56,5
1120,25800,8000,7925,17.49%,36 months,debt_consolidation,18.72%,CA,RENT,2083.33,695-699,4,20802,0,10+ years,17,18,1,11,A,14,0,36,695,699,2083.33,11
1121,87287,12000,12000,6.62%,36 months,debt_consolidation,12.36%,NY,RENT,4416.67,765-769,12,4117,1,3 years,6,12,1,3,B,7,0,36,765,769,4416.67,3
1122,33228,5000,5000,6.03%,36 months,credit_card,15.74%,TX,RENT,3125,765-769,11,4557,0,6 years,6,15,2,6,A,7,0,36,765,769,3125,6
1123,27391,14000,14000,9.99%,36 months,debt_consolidation,16.84%,MD,RENT,4583.33,750-754,4,25,0,2 years,9,16,1,2,A,8,0,36,750,754,4583.33,2
1124,49367,30000,30000,22.78%,36 months,debt_consolidation,17.90%,IL,RENT,8791.67,660-664,13,28012,2,6 years,22,17,1,6,C,18,0,36,660,664,8791.67,6
1125,93501,10750,10750,8.90%,36 months,debt_consolidation,6.04%,FL,OWN,2750,765-769,5,4693,0,5 years,8,6,1,5,A,7,1,36,765,769,2750,5
1126,32119,24000,23772.15,12.99%,60 months,home_improvement,15.54%,NC,MORTGAGE,8333.33,740-744,24,56984,0,n/a,12,15,4,n/a,A,9,1,60,740,744,8333.33,-1
1127,70177,10000,10000,15.31%,36 months,debt_consolidation,19.98%,OK,MORTGAGE,6041.67,670-674,7,6458,0,1 year,15,19,1,1,A,16,1,36,670,674,6041.67,1
1128,77324,16550,16550,17.27%,36 months,debt_consolidation,32.56%,MN,MORTGAGE,4333.33,675-679,15,12163,1,10+ years,17,32,1,11,B,15,1,36,675,679,4333.33,11
1129,31805,3300,3300,5.99%,36 months,home_improvement,11.04%,NC,MORTGAGE,2500,740-744,9,11144,0,2 years,5,11,4,2,A,9,1,36,740,744,2500,2
1130,84318,8000,8000,14.09%,36 months,debt_consolidation,21%,NJ,OWN,3500,675-679,12,7498,0,1 year,14,21,1,1,A,15,1,36,675,679,3500,1
1131,27415,35000,32117,16.89%,60 months,debt_consolidation,16.84%,LA,RENT,5416.67,745-749,5,39934,0,1 year,16,16,1,1,A,9,0,60,745,749,5416.67,1
1132,40866,14000,14000,10.65%,36 months,debt_consolidation,24.53%,WA,RENT,3200,720-724,7,21214,1,5 years,10,24,1,5,B,11,0,36,720,724,3200,5
1133,91596,18000,18000,8.90%,60 months,debt_consolidation,5.30%,OK,MORTGAGE,8333.33,755-759,8,5211,1,6 years,8,5,1,6,B,8,1,60,755,759,8333.33,6
1134,25235,10000,9999.71,13.49%,60 months,other,17.80%,IL,RENT,2500,720-724,8,3822,2,8 years,13,17,3,8,C,11,0,60,720,724,2500,8
1135,32747,3600,3600,16.77%,36 months,vacation,13.45%,NY,RENT,8750,670-674,8,51176,1,1 year,16,13,0,1,B,16,0,36,670,674,8750,1
1136,17370,12000,10928.83,5.79%,36 months,home_improvement,2.25%,GA,MORTGAGE,8000,765-769,12,5193,0,2 years,5,2,4,2,A,7,1,36,765,769,8000,2
1137,71470,4200,4200,20.49%,60 months,other,28.80%,NV,RENT,3166.67,660-664,16,7728,3,1 year,20,28,3,1,Z,18,0,60,660,664,3166.67,1
1138,5062,4200,4200,14.61%,36 months,educational,15.28%,CA,RENT,6333.33,665-669,11,15578,0,1 year,14,15,0,1,A,17,0,36,665,669,6333.33,1
1139,28205,11200,11200,21.74%,60 months,debt_consolidation,6.30%,NY,RENT,5583.33,660-664,12,7952,2,10+ years,21,6,1,11,C,18,0,60,660,664,5583.33,11
1140,28976,15000,15000,15.99%,36 months,debt_consolidation,7.68%,VA,RENT,4583,675-679,10,15821,0,2 years,15,7,1,2,A,15,0,36,675,679,4583,2
1141,25084,12100,12100,11.99%,36 months,small_business,24.78%,TX,RENT,8750,755-759,10,1642,1,1 year,11,24,0,1,B,8,0,36,755,759,8750,1
1142,14156,14000,13975,13.98%,60 months,vacation,10.20%,GA,RENT,3145.83,715-719,8,3449,0,< 1 year,13,10,0,0,A,11,0,60,715,719,3145.83,0
1143,25665,4900,4900,5.99%,36 months,home_improvement,6.64%,VA,MORTGAGE,2666.67,770-774,5,3455,1,4 years,5,6,4,4,B,6,1,36,770,774,2666.67,4
1144,83794,19200,19200,12.12%,36 months,credit_card,29.58%,TX,OWN,3583.33,715-719,11,29797,0,8 years,12,29,2,8,A,11,1,36,715,719,3583.33,8
1145,52698,8500,8500,9.76%,36 months,debt_consolidation,6.58%,CA,MORTGAGE,5333.33,705-709,10,3432,0,10+ years,9,6,1,11,A,12,1,36,705,709,5333.33,11
1146,7255,12000,11875,7.88%,36 months,educational,14.79%,CA,RENT,3333.33,760-764,8,1357,0,2 years,7,14,0,2,A,8,0,36,760,764,3333.33,2
1147,44426,21000,21000,19.22%,60 months,credit_card,13.87%,IL,MORTGAGE,6000,680-684,10,17008,1,10+ years,19,13,2,11,B,15,1,60,680,684,6000,11
1148,24464,35000,24868.47,17.99%,60 months,home_improvement,6.39%,NH,MORTGAGE,14000,715-719,7,3936,0,10+ years,17,6,4,11,A,11,1,60,715,719,14000,11
1149,86039,10000,10000,12.12%,36 months,credit_card,15.60%,MI,OWN,3833.33,685-689,6,4734,0,10+ years,12,15,2,11,A,14,1,36,685,689,3833.33,11
1150,23944,10000,9975,17.99%,60 months,car,8.93%,CA,RENT,4300,685-689,4,37,1,10+ years,17,8,0,11,B,14,0,60,685,689,4300,11
1151,86982,12000,12000,18.49%,36 months,debt_consolidation,9.44%,CA,OWN,5746,660-664,12,9561,0,4 years,18,9,1,4,A,18,1,36,660,664,5746,4
1152,28231,12000,10325,11.99%,60 months,debt_consolidation,6.79%,CA,RENT,4166.67,720-724,11,5934,0,4 years,11,6,1,4,A,11,0,60,720,724,4166.67,4
1153,13795,4000,3945.6,6.76%,36 months,moving,23.52%,KY,RENT,3350,755-759,6,627,1,1 year,6,23,0,1,B,8,0,36,755,759,3350,1
1154,70193,20000,20000,19.72%,60 months,debt_consolidation,24.78%,GA,MORTGAGE,5416.67,675-679,12,33166,0,10+ years,19,24,1,11,A,15,1,60,675,679,5416.67,11
1155,47862,24375,24375,13.99%,36 months,debt_consolidation,13.64%,PA,MORTGAGE,11500,695-699,16,35461,0,10+ years,13,13,1,11,A,14,1,36,695,699,11500,11
1156,1336,7500,4538.17,9.07%,36 months,other,4.86%,FL,RENT,5000,750-754,10,8575,1,8 years,9,4,3,8,B,8,0,36,750,754,5000,8
1157,51954,9550,9550,10.74%,36 months,debt_consolidation,14.33%,AL,MORTGAGE,4000,700-704,8,9128,0,3 years,10,14,1,3,A,13,1,36,700,704,4000,3
1158,49851,25000,24975,20.50%,60 months,debt_consolidation,9.59%,OH,RENT,5077.58,690-694,6,17946,0,10+ years,20,9,1,11,A,14,0,60,690,694,5077.58,11
1159,5468,3600,3600,12.87%,36 months,debt_consolidation,1.58%,NJ,MORTGAGE,6333,690-694,6,12135,3,< 1 year,12,1,1,0,Z,14,1,36,690,694,6333,0
1160,21651,10000,10000,11.11%,36 months,debt_consolidation,20.15%,NH,RENT,6083.33,700-704,3,924,0,< 1 year,11,20,1,0,A,13,0,36,700,704,6083.33,0
1161,59355,20000,20000,6.62%,36 months,debt_consolidation,11.12%,CA,RENT,10333.33,790-794,8,12632,0,6 years,6,11,1,6,A,7,0,36,790,794,10333.33,6
1162,52708,35000,35000,10.74%,36 months,home_improvement,9.30%,PA,MORTGAGE,8300,740-744,7,4421,1,10+ years,10,9,4,11,B,9,1,36,740,744,8300,11
1163,45529,12000,12000,12.12%,36 months,credit_card,7.24%,NY,MORTGAGE,10416.67,710-714,10,31489,1,2 years,12,7,2,2,B,12,1,36,710,714,10416.67,2
1164,102356,5600,2025.01,14.82%,36 months,other,20.60%,CA,RENT,6083.33,655-659,7,2166,2,2 years,14,20,3,2,C,14,0,36,655,659,6083.33,2
1165,60190,20000,20000,7.90%,36 months,debt_consolidation,8.38%,CO,MORTGAGE,15000,750-754,11,14621,2,1 year,7,8,1,1,C,8,1,36,750,754,15000,1
1166,91073,18000,18000,10.16%,36 months,debt_consolidation,26.08%,SC,MORTGAGE,5925,710-714,14,23378,0,10+ years,10,26,1,11,A,12,1,36,710,714,5925,11
1167,13378,8000,7575,7.51%,36 months,debt_consolidation,4.40%,TX,MORTGAGE,2430,765-769,5,2783,0,2 years,7,4,1,2,A,7,1,36,765,769,2430,2
1168,52665,4000,4000,9.76%,36 months,debt_consolidation,15.89%,CA,MORTGAGE,4166.67,705-709,17,13745,1,10+ years,9,15,1,11,B,12,1,36,705,709,4166.67,11
1169,33010,6000,5975,7.90%,36 months,small_business,18.86%,PA,RENT,2100,715-719,9,4847,0,3 years,7,18,0,3,A,11,0,36,715,719,2100,3
1170,60968,15000,15000,17.77%,36 months,debt_consolidation,13.34%,FL,MORTGAGE,4333.33,670-674,9,17264,0,10+ years,17,13,1,11,A,16,1,36,670,674,4333.33,11
1171,58987,20950,20950,13.67%,60 months,major_purchase,8.90%,IL,RENT,6666.67,745-749,7,5680,1,1 year,13,8,5,1,B,9,0,60,745,749,6666.67,1
1172,50673,10625,10625,7.90%,36 months,debt_consolidation,22.35%,OR,MORTGAGE,3333.33,725-729,15,15946,0,10+ years,7,22,1,11,A,10,1,36,725,729,3333.33,11
1173,68284,9000,9000,10.16%,60 months,other,14.77%,AZ,RENT,3500,755-759,5,3135,0,2 years,10,14,3,2,A,8,0,60,755,759,3500,2
1174,4211,20000,11800,11.48%,36 months,debt_consolidation,23.52%,AL,MORTGAGE,4166.67,745-749,11,24123,1,< 1 year,11,23,1,0,B,9,1,36,745,749,4166.67,0
1175,82804,25800,25800,13.11%,36 months,credit_card,18.99%,VT,RENT,4833.33,715-719,7,31427,0,4 years,13,18,2,4,A,11,0,36,715,719,4833.33,4
1176,42421,10000,10000,6.62%,36 months,debt_consolidation,11.45%,CA,OWN,4166.67,760-764,20,10385,1,6 years,6,11,1,6,B,8,1,36,760,764,4166.67,6
1177,3025,12000,7595.31,11.58%,36 months,small_business,11.07%,CT,RENT,3333.33,715-719,7,17495,0,1 year,11,11,0,1,A,11,0,36,715,719,3333.33,1
1178,65055,18650,18650,20.49%,36 months,debt_consolidation,20.07%,OH,MORTGAGE,4833.33,660-664,12,17740,0,10+ years,20,20,1,11,A,18,1,36,660,664,4833.33,11
1179,76355,10000,10000,12.12%,36 months,credit_card,16.93%,CO,MORTGAGE,3816.67,710-714,8,10830,2,7 years,12,16,2,7,C,12,1,36,710,714,3816.67,7
1180,33155,14000,14000,16.77%,36 months,credit_card,9.67%,FL,MORTGAGE,12083.33,670-674,13,28318,0,< 1 year,16,9,2,0,A,16,1,36,670,674,12083.33,0
1181,72641,14000,14000,14.09%,36 months,small_business,27.50%,CA,RENT,9166.67,695-699,17,18813,3,8 years,14,27,0,8,Z,14,0,36,695,699,9166.67,8
1182,104001,14400,13714.83,17.56%,60 months,debt_consolidation,7.06%,NY,RENT,5000,670-674,6,715,4,3 years,17,7,1,3,Z,16,0,60,670,674,5000,3
1183,69437,8000,8000,14.33%,36 months,debt_consolidation,14.74%,CA,RENT,3108,690-694,3,3072,0,8 years,14,14,1,8,A,14,0,36,690,694,3108,8
1184,5511,12000,11925,11.83%,36 months,moving,15.88%,VA,RENT,10250,720-724,15,46336,2,5 years,11,15,0,5,C,11,0,36,720,724,10250,5
1185,62057,24375,24375,13.11%,36 months,debt_consolidation,10.86%,NV,OWN,10416.67,705-709,11,19981,0,6 years,13,10,1,6,A,12,1,36,705,709,10416.67,6
1186,33008,3500,3500,7.90%,36 months,other,22.04%,VA,MORTGAGE,7247,710-714,11,9592,0,< 1 year,7,22,3,0,A,12,1,36,710,714,7247,0
1187,45527,7900,7900,13.67%,36 months,debt_consolidation,8.40%,CA,RENT,3000,675-679,5,8990,0,2 years,13,8,1,2,A,15,0,36,675,679,3000,2
1188,78288,10000,10000,12.12%,36 months,debt_consolidation,19.62%,CA,RENT,3640,695-699,11,13124,0,10+ years,12,19,1,11,A,14,0,36,695,699,3640,11
1189,32628,10400,10375,17.58%,60 months,small_business,8.93%,CA,RENT,7110.42,725-729,8,856,0,10+ years,17,8,0,11,A,10,0,60,725,729,7110.42,11
1190,9708,7500,7450,7.14%,36 months,debt_consolidation,8.61%,KY,MORTGAGE,2916.67,755-759,6,7962,0,2 years,7,8,1,2,A,8,1,36,755,759,2916.67,2
1191,66199,18800,18800,14.33%,60 months,debt_consolidation,30.96%,AL,RENT,5000,720-724,13,16397,0,8 years,14,30,1,8,A,11,0,60,720,724,5000,8
1192,62657,21000,21000,13.11%,36 months,debt_consolidation,18.44%,VA,MORTGAGE,7916.67,695-699,10,9734,0,7 years,13,18,1,7,A,14,1,36,695,699,7916.67,7
1193,54961,8500,8500,6.62%,36 months,car,7.24%,CA,OWN,6300,750-754,13,9769,1,5 years,6,7,0,5,B,8,1,36,750,754,6300,5
1194,41326,13200,13200,11.71%,36 months,credit_card,15.74%,NY,RENT,3791.67,705-709,10,16187,1,5 years,11,15,2,5,B,12,0,36,705,709,3791.67,5
1195,57425,3000,3000,19.99%,60 months,other,19.63%,VA,MORTGAGE,4416.67,710-714,4,0,1,5 years,19,19,3,5,B,12,1,60,710,714,4416.67,5
1196,85229,19200,19200,22.47%,60 months,credit_card,10.39%,AZ,RENT,5666.67,670-674,5,17783,0,< 1 year,22,10,2,0,A,16,0,60,670,674,5666.67,0
1197,36931,13600,13600,18.64%,60 months,credit_card,12.85%,MN,RENT,5651.33,675-679,13,24383,0,10+ years,18,12,2,11,A,15,0,60,675,679,5651.33,11
1198,12114,6000,6000,7.88%,36 months,vacation,9.60%,PA,MORTGAGE,5500,730-734,6,790,1,3 years,7,9,0,3,B,9,1,36,730,734,5500,3
1199,57120,22000,22000,14.65%,60 months,debt_consolidation,29.26%,NC,MORTGAGE,3912,705-709,8,21633,0,10+ years,14,29,1,11,A,12,1,60,705,709,3912,11
1200,85883,12000,12000,15.31%,36 months,debt_consolidation,13.80%,TX,MORTGAGE,3333.33,665-669,10,16181,0,10+ years,15,13,1,11,A,17,1,36,665,669,3333.33,11
1201,28326,5000,5000,18.39%,36 months,vacation,13.71%,NJ,RENT,8125,675-679,5,29602,0,10+ years,18,13,0,11,A,15,0,36,675,679,8125,11
1202,74206,31050,30750,7.90%,36 months,debt_consolidation,18.82%,GA,MORTGAGE,6500,770-774,15,71549,0,9 years,7,18,1,9,A,6,1,36,770,774,6500,9
1203,43999,10000,10000,7.90%,36 months,major_purchase,12.80%,NJ,RENT,6666.67,730-734,11,9261,0,1 year,7,12,5,1,A,9,0,36,730,734,6666.67,1
1204,87114,10000,10000,14.09%,36 months,debt_consolidation,21.45%,CA,RENT,3750,700-704,4,18621,0,10+ years,14,21,1,11,A,13,0,36,700,704,3750,11
1205,41413,13250,13250,7.90%,36 months,debt_consolidation,22.64%,CO,RENT,2500,740-744,7,12957,0,< 1 year,7,22,1,0,A,9,0,36,740,744,2500,0
1206,43623,5000,5000,14.27%,36 months,debt_consolidation,18.41%,CA,RENT,5208.33,695-699,9,18055,1,9 years,14,18,1,9,B,14,0,36,695,699,5208.33,9
1207,89511,14675,14675,13.11%,36 months,debt_consolidation,24.74%,TX,RENT,3166.67,710-714,14,5727,0,< 1 year,13,24,1,0,A,12,0,36,710,714,3166.67,0
1208,22315,7000,6875,10.00%,36 months,home_improvement,1.68%,CO,RENT,2375,745-749,3,922,0,< 1 year,10,1,4,0,A,9,0,36,745,749,2375,0
1209,100288,6000,6000,17.77%,36 months,credit_card,32.76%,MI,OWN,1666.67,665-669,12,15055,2,< 1 year,17,32,2,0,C,17,1,36,665,669,1666.67,0
1210,43260,20000,20000,12.69%,60 months,debt_consolidation,17.96%,RI,MORTGAGE,4500,735-739,13,22946,1,10+ years,12,17,1,11,B,9,1,60,735,739,4500,11
1211,76173,7000,7000,12.12%,36 months,debt_consolidation,31.79%,SC,MORTGAGE,3916.67,695-699,9,11648,3,10+ years,12,31,1,11,Z,14,1,36,695,699,3916.67,11
1212,88026,1500,1500,12.12%,36 months,other,15.37%,CA,RENT,3625,695-699,9,11346,1,5 years,12,15,3,5,B,14,0,36,695,699,3625,5
1213,83857,35000,35000,18.49%,36 months,debt_consolidation,16.33%,NY,RENT,11000,705-709,15,13766,1,n/a,18,16,1,n/a,B,12,0,36,705,709,11000,-1
1214,46337,20000,20000,18.25%,60 months,credit_card,12.90%,PA,OWN,6666.67,695-699,17,8039,1,6 years,18,12,2,6,B,14,1,60,695,699,6666.67,6
1215,34144,21000,21000,14.27%,60 months,debt_consolidation,11.27%,GA,MORTGAGE,5333.33,710-714,8,19431,0,8 years,14,11,1,8,A,12,1,60,710,714,5333.33,8
1216,53780,12500,12475,6.03%,36 months,car,14.82%,FL,RENT,4944.92,755-759,11,6014,0,2 years,6,14,0,2,A,8,0,36,755,759,4944.92,2
1217,101800,25000,2125,15.01%,36 months,debt_consolidation,24.59%,GA,MORTGAGE,15416.67,695-699,24,245886,7,2 years,15,24,1,2,Z,14,1,36,695,699,15416.67,2
1218,17016,9600,9600,14.46%,60 months,debt_consolidation,10.27%,DE,RENT,5500,680-684,8,8359,2,3 years,14,10,1,3,C,15,0,60,680,684,5500,3
1219,9639,8100,8100,13.85%,36 months,debt_consolidation,17.63%,FL,RENT,4600,675-679,9,2963,0,3 years,13,17,1,3,A,15,0,36,675,679,4600,3
1220,42760,15000,15000,14.65%,36 months,debt_consolidation,20.07%,MI,MORTGAGE,3666.67,690-694,11,13843,1,5 years,14,20,1,5,B,14,1,36,690,694,3666.67,5
1221,18362,15000,14950,16.32%,60 months,debt_consolidation,7.53%,MA,MORTGAGE,14000,685-689,14,5469,4,5 years,16,7,1,5,Z,14,1,60,685,689,14000,5
1222,98619,11000,11000,11.14%,36 months,debt_consolidation,16.57%,NJ,MORTGAGE,5000,695-699,17,8734,0,3 years,11,16,1,3,A,14,1,36,695,699,5000,3
1223,19598,9600,9600,14.17%,36 months,credit_card,18.61%,NY,OWN,5416.67,670-674,21,16278,1,8 years,14,18,2,8,B,16,1,36,670,674,5416.67,8
1224,94218,25000,25000,13.11%,36 months,debt_consolidation,18.52%,CA,RENT,5000,775-779,11,4345,3,2 years,13,18,1,2,Z,8,0,36,775,779,5000,2
1225,83646,14550,14550,13.11%,36 months,debt_consolidation,21.34%,WA,MORTGAGE,4583.33,685-689,7,20141,0,10+ years,13,21,1,11,A,14,1,36,685,689,4583.33,11
1226,56385,10000,10000,10.74%,36 months,debt_consolidation,17.88%,CA,RENT,2500,700-704,6,11120,0,3 years,10,17,1,3,A,13,0,36,700,704,2500,3
1227,94994,24000,24000,11.14%,60 months,debt_consolidation,20.98%,DC,OWN,8000,705-709,9,20247,0,2 years,11,20,1,2,A,12,1,60,705,709,8000,2
1228,38492,20000,19950,10.65%,60 months,debt_consolidation,24.02%,KS,OWN,5200,745-749,11,15709,0,10+ years,10,24,1,11,A,9,1,60,745,749,5200,11
1229,11868,25000,24975,11.49%,36 months,credit_card,11.78%,CA,MORTGAGE,25000,725-729,14,37719,0,7 years,11,11,2,7,A,10,1,36,725,729,25000,7
1230,71057,7200,7200,17.77%,36 months,home_improvement,2.18%,NC,MORTGAGE,3250,670-674,4,1301,1,4 years,17,2,4,4,B,16,1,36,670,674,3250,4
1231,92024,5000,5000,14.33%,36 months,debt_consolidation,11.12%,FL,RENT,2916.67,675-679,5,4114,0,10+ years,14,11,1,11,A,15,0,36,675,679,2916.67,11
1232,30137,20000,19975,16.49%,60 months,debt_consolidation,16.16%,MN,MORTGAGE,5000,710-714,13,20337,3,10+ years,16,16,1,11,Z,12,1,60,710,714,5000,11
1233,26323,5600,5600,7.91%,36 months,major_purchase,20.21%,CA,RENT,3166.67,730-734,12,32987,0,6 years,7,20,5,6,A,9,0,36,730,734,3166.67,6
1234,48554,20000,20000,7.90%,36 months,credit_card,1.30%,IL,RENT,10400,750-754,5,6969,0,1 year,7,1,2,1,A,8,0,36,750,754,10400,1
1235,76933,6000,6000,8.90%,36 months,other,17.16%,NY,MORTGAGE,12500,715-719,12,60368,2,< 1 year,8,17,3,0,C,11,1,36,715,719,12500,0
1236,29775,3200,3200,17.49%,60 months,debt_consolidation,7.90%,CA,RENT,2609,670-674,9,5382,0,3 years,17,7,1,3,A,16,0,60,670,674,2609,3
1237,100072,24375,24375,14.09%,36 months,credit_card,26.36%,MT,MORTGAGE,4583.33,710-714,11,27379,3,4 years,14,26,2,4,Z,12,1,36,710,714,4583.33,4
1238,78792,25225,25225,12.12%,36 months,debt_consolidation,30.77%,CA,MORTGAGE,6500,715-719,8,11736,0,10+ years,12,30,1,11,A,11,1,36,715,719,6500,11
1239,13110,20000,19900,15.95%,60 months,debt_consolidation,12.20%,VA,MORTGAGE,6666.67,700-704,12,20744,1,5 years,15,12,1,5,B,13,1,60,700,704,6666.67,5
1240,74037,30225,30225,17.77%,36 months,credit_card,28.15%,TX,MORTGAGE,8333.33,710-714,21,28631,0,10+ years,17,28,2,11,A,12,1,36,710,714,8333.33,11
1241,5465,7000,7000,7.40%,36 months,credit_card,8.89%,AZ,MORTGAGE,3352,770-774,14,14014,2,< 1 year,7,8,2,0,C,6,1,36,770,774,3352,0
1242,23345,35000,14869.55,15.65%,60 months,home_improvement,26.19%,FL,MORTGAGE,6308.75,735-739,14,34883,0,10+ years,15,26,4,11,A,9,1,60,735,739,6308.75,11
1243,59271,7575,7575,9.76%,36 months,debt_consolidation,10.99%,TX,RENT,2375,725-729,3,5640,0,3 years,9,10,1,3,A,10,0,36,725,729,2375,3
1244,54197,15000,15000,13.11%,36 months,other,16.55%,PA,RENT,4166.67,695-699,11,9066,0,2 years,13,16,3,2,A,14,0,36,695,699,4166.67,2
1245,45525,24000,24000,15.81%,60 months,small_business,0.62%,NY,OWN,10000,725-729,8,0,3,10+ years,15,0,0,11,Z,10,1,60,725,729,10000,11
1246,94545,19800,19775,15.31%,60 months,debt_consolidation,15.03%,IL,MORTGAGE,6666.67,675-679,10,46879,3,6 years,15,15,1,6,Z,15,1,60,675,679,6666.67,6
1247,10785,9250,6475,10.75%,60 months,small_business,3.41%,CA,MORTGAGE,8500,755-759,6,105060,0,4 years,10,3,0,4,A,8,1,60,755,759,8500,4
1248,42562,6000,6000,15.96%,36 months,debt_consolidation,6.38%,NC,MORTGAGE,6916.67,660-664,7,6309,1,6 years,15,6,1,6,B,18,1,36,660,664,6916.67,6
